Día,Fecha,Hora,Local,Marcador,Visitante,Resultado,Sedes,Árbitro,Goles Local,Goles Visitante,Resultado Codificado
Mar,2020-09-01,15:30:00,Llacuabamba,2–0,Atlético Grau,Ganó Local,Estadio Municipal Germán Contreras Jara,Luis Garay Evia,2,0,0
Mar,2020-09-01,18:00:00,Ayacucho,1–2,Mannucci,Ganó Visitante,Estadio Ciudad de Cumaná,Renzo Castañeda,1,2,2
Lun,2020-09-07,11:00:00,Melgar,2–2,Alianza Lima,Empate,Estadio de la Universidad Nacional San A...,Joel Alarcón,2,2,1
Lun,2020-09-07,13:15:00,Universitario,3–2,Alianza Univ,Ganó Local,Estadio Monumental,Kevin Ortega,3,2,0
Lun,2020-09-07,15:30:00,UTC,2–1,Sport Boys,Ganó Local,Estadio Héroes de San Ramón,Augusto Menéndez,2,1,0
Lun,2020-09-07,18:00:00,Binacional,0–0,Cienciano,Empate,Estadio Guillermo Briceño Rosamedina,Ramón Blanco,0,0,1
Mar,2020-09-08,11:00:00,Sport Huancayo,1–0,Carlos Stein,Ganó Local,Estadio Huancayo,Edwin Ordóñez,1,0,0
Mar,2020-09-08,13:15:00,Cusco,1–1,Cantolao,Empate,Estadio Túpac Amaru,Micke Palomino,1,1,1
Mar,2020-09-08,15:30:00,Dep Municipal,2–2,Llacuabamba,Empate,Estadio Municipal Segundo Aranda Torres,Alejandro Villanueva,2,2,1
Mar,2020-09-08,18:00:00,Mannucci,1–1,U César Vallejo,Empate,Estadio Mansiche,Michael Espinoza,1,1,1
Mié,2020-09-09,13:00:00,Sporting Cristal,2–0,USMP,Ganó Local,Estadio Alberto Gallardo,Diego Haro,2,0,0
Mié,2020-09-09,15:30:00,Atlético Grau,2–2,Ayacucho,Empate,Estadio Campeones del 36,Eduardo Chirinos,2,2,1
Vie,2020-09-11,11:00:00,Alianza Univ,1–2,Binacional,Ganó Visitante,Estadio Heraclio Tapia León,Diego Haro,1,2,2
Vie,2020-09-11,15:30:00,Alianza Lima,0–2,UTC,Ganó Visitante,Estadio Alejandro Villanueva,Kevin Ortega,0,2,2
Sáb,2020-09-12,11:00:00,Llacuabamba,0–1,Universitario,Ganó Visitante,Estadio Municipal Germán Contreras Jara,Víctor Carrillo,0,1,2
Sáb,2020-09-12,11:30:00,Sport Boys,0–1,Sport Huancayo,Ganó Visitante,Estadio Miguel Grau del Callao,Eduardo Chirinos,0,1,2
Sáb,2020-09-12,15:00:00,Carlos Stein,2–2,U César Vallejo,Empate,Estadio Municipal Francisco Mendoza Piza...,Miguel Santiváñez,2,2,1
Sáb,2020-09-12,15:30:00,Cantolao,0–2,Melgar,Ganó Visitante,Estadio Miguel Grau del Callao,Roberto Pérez,0,2,2
Lun,2020-09-14,11:00:00,USMP,1–2,Cusco,Ganó Visitante,Estadio Alberto Gallardo,Jonathan Zamora,1,2,2
Lun,2020-09-14,13:15:00,Ayacucho,1–2,Dep Municipal,Ganó Visitante,Estadio Ciudad de Cumaná,Micke Palomino,1,2,2
Lun,2020-09-14,15:30:00,Mannucci,0–2,Atlético Grau,Ganó Visitante,Estadio Mansiche,Wilmer Villanueva,0,2,2
Lun,2020-09-14,18:00:00,Cienciano,0–0,Sporting Cristal,Empate,Estadio Inca Garcilaso de la Vega,Fernando Legario,0,0,1
Jue,2020-09-17,13:00:00,UTC,3–1,Cantolao,Ganó Local,Estadio Héroes de San Ramón,Luis Garay Evia,3,1,0
Jue,2020-09-17,15:30:00,U César Vallejo,2–0,Sport Boys,Ganó Local,Estadio Mansiche,Ramón Blanco,2,0,0
Vie,2020-09-18,11:00:00,Carlos Stein,1–1,Atlético Grau,Empate,Estadio Municipal Francisco Mendoza Piza...,José Mendoza,1,1,1
Vie,2020-09-18,13:00:00,Binacional,2–1,Llacuabamba,Ganó Local,Estadio Guillermo Briceño Rosamedina,Edwin Ordóñez,2,1,0
Vie,2020-09-18,15:30:00,Melgar,1–1,USMP,Empate,Estadio de la Universidad Nacional San A...,Augusto Menéndez,1,1,1
Vie,2020-09-18,18:00:00,Universitario,1–0,Ayacucho,Ganó Local,Estadio Monumental,Michael Espinoza,1,0,0
Sáb,2020-09-19,11:00:00,Dep Municipal,0–1,Mannucci,Ganó Visitante,Estadio Municipal Segundo Aranda Torres,Eduardo Chirinos,0,1,2
Sáb,2020-09-19,13:15:00,Sport Huancayo,1–1,Alianza Lima,Empate,Estadio Huancayo,Joel Alarcón,1,1,1
Sáb,2020-09-19,15:30:00,Cusco,2–3,Cienciano,Ganó Visitante,Estadio Túpac Amaru,Jesús Cartagena,2,3,2
Sáb,2020-09-19,18:00:00,Sporting Cristal,2–1,Alianza Univ,Ganó Local,Estadio Alberto Gallardo,Roberto Pérez,2,1,0
Lun,2020-09-21,11:00:00,Sport Boys,0–1,Carlos Stein,Ganó Visitante,Estadio Miguel Grau del Callao,Joel Alarcón,0,1,2
Lun,2020-09-21,15:30:00,Alianza Lima,1–1,U César Vallejo,Empate,Estadio Alejandro Villanueva,Micke Palomino,1,1,1
Mar,2020-09-22,11:00:00,USMP,1–1,UTC,Empate,Estadio Alberto Gallardo,Jordy Espinoza,1,1,1
Mar,2020-09-22,13:15:00,Mannucci,2–2,Universitario,Empate,Estadio Mansiche,Miguel Santiváñez,2,2,1
Mar,2020-09-22,15:00:00,Atlético Grau,3–2,Dep Municipal,Ganó Local,Estadio Campeones del 36,Edwin Ordóñez,3,2,0
Mar,2020-09-22,15:30:00,Cantolao,1–3,Sport Huancayo,Ganó Visitante,Estadio Miguel Grau del Callao,Alejandro Villanueva,1,3,2
Mié,2020-09-23,11:00:00,Alianza Univ,1–0,Cusco,Ganó Local,Estadio Heraclio Tapia León,José Mendoza,1,0,0
Mié,2020-09-23,15:00:00,Cienciano,3–1,Melgar,Ganó Local,Estadio Inca Garcilaso de la Vega,Renzo Castañeda,3,1,0
Mié,2020-09-23,15:30:00,Llacuabamba,1–4,Sporting Cristal,Ganó Visitante,Estadio Municipal Germán Contreras Jara,Michael Espinoza,1,4,2
Jue,2020-09-24,15:30:00,Ayacucho,1–0,Binacional,Ganó Local,Estadio Ciudad de Cumaná,Víctor Carrillo,1,0,0
Vie,2020-09-25,10:15:00,U César Vallejo,1–1,Cantolao,Empate,Estadio Mansiche,Luis Seminario,1,1,1
Vie,2020-09-25,13:00:00,Sport Huancayo,4–3,USMP,Ganó Local,Estadio Huancayo,Roberto Pérez,4,3,0
Vie,2020-09-25,15:30:00,Universitario,2–0,Atlético Grau,Ganó Local,Estadio Monumental,Augusto Menéndez,2,0,0
Vie,2020-09-25,18:00:00,Sport Boys,1–1,Dep Municipal,Empate,Estadio Miguel Grau del Callao,Micke Palomino,1,1,1
Sáb,2020-09-26,13:00:00,UTC,3–0,Cienciano,Ganó Local,Estadio Héroes de San Ramón,Hibert Villegas,3,0,0
Sáb,2020-09-26,15:00:00,Carlos Stein,0–2,Alianza Lima,Ganó Visitante,Estadio Municipal Francisco Mendoza Piza...,Fernando Legario,0,2,2
Sáb,2020-09-26,15:30:00,Binacional,0–1,Mannucci,Ganó Visitante,Estadio Guillermo Briceño Rosamedina,Ramón Blanco,0,1,2
Sáb,2020-09-26,18:00:00,Sporting Cristal,2–1,Ayacucho,Ganó Local,Estadio Alberto Gallardo,Edwin Ordóñez,2,1,0
Lun,2020-09-28,12:00:00,Cusco,2–2,Llacuabamba,Empate,Estadio Túpac Amaru,Gean Pierre Barbagelatta,2,2,1
Lun,2020-09-28,15:30:00,Melgar,1–0,Alianza Univ,Ganó Local,Estadio de la Universidad Nacional San A...,Víctor Carrillo,1,0,0
Mar,2020-09-29,11:00:00,Cantolao,2–2,Carlos Stein,Empate,Estadio Miguel Grau del Callao,Michael Espinoza,2,2,1
Mar,2020-09-29,13:15:00,Cienciano,0–0,Sport Huancayo,Empate,Estadio Inca Garcilaso de la Vega,José Mendoza,0,0,1
Mar,2020-09-29,15:30:00,USMP,0–1,U César Vallejo,Ganó Visitante,Estadio Alberto Gallardo,Augusto Menéndez,0,1,2
Mié,2020-09-30,13:00:00,Mannucci,3–3,Sporting Cristal,Empate,Estadio Mansiche,Joel Alarcón,3,3,1
Mié,2020-09-30,15:30:00,Dep Municipal,0–5,Universitario,Ganó Visitante,Estadio Municipal Segundo Aranda Torres,Roberto Pérez,0,5,2
Jue,2020-10-01,11:00:00,Llacuabamba,1–1,Melgar,Empate,Estadio Municipal Germán Contreras Jara,Luis Garay Evia,1,1,1
Jue,2020-10-01,15:00:00,Ayacucho,1–1,Cusco,Empate,Estadio Ciudad de Cumaná,Fernando Legario,1,1,1
Jue,2020-10-01,15:30:00,Alianza Univ,0–0,UTC,Empate,Estadio Heraclio Tapia León,Jonathan Zamora,0,0,1
Vie,2020-10-02,11:00:00,Carlos Stein,1–2,USMP,Ganó Visitante,Estadio Municipal Francisco Mendoza Piza...,José Mendoza,1,2,2
Vie,2020-10-02,15:30:00,U César Vallejo,1–0,Cienciano,Ganó Local,Estadio Mansiche,Víctor Carrillo,1,0,0
Sáb,2020-10-03,10:30:00,Sport Boys,1–2,Cantolao,Ganó Visitante,Estadio Miguel Grau del Callao,Augusto Menéndez,1,2,2
Sáb,2020-10-03,13:00:00,Binacional,1–3,Dep Municipal,Ganó Visitante,Estadio Guillermo Briceño Rosamedina,Michael Espinoza,1,3,2
Sáb,2020-10-03,15:30:00,Alianza Lima,2–0,Llacuabamba,Ganó Local,Estadio Alejandro Villanueva,Micke Palomino,2,0,0
Sáb,2020-10-03,18:00:00,Sporting Cristal,1–2,Atlético Grau,Ganó Visitante,Estadio Alberto Gallardo,Renzo Castañeda,1,2,2
Lun,2020-10-05,10:30:00,Cusco,0–4,Mannucci,Ganó Visitante,Estadio Túpac Amaru,Jesús Cartagena,0,4,2
Lun,2020-10-05,13:00:00,Melgar,0–0,Ayacucho,Empate,Estadio de la Universidad Nacional San A...,Joel Alarcón,0,0,1
Lun,2020-10-05,15:30:00,Sport Huancayo,0–1,Alianza Univ,Ganó Visitante,Estadio Huancayo,Edwin Ordóñez,0,1,2
Lun,2020-10-05,18:00:00,UTC,1–3,Universitario,Ganó Visitante,Estadio Héroes de San Ramón,Diego Haro,1,3,2
Mié,2020-10-07,13:00:00,Alianza Lima,1–1,Sport Boys,Empate,Estadio Alejandro Villanueva,Ramón Blanco,1,1,1
Mié,2020-10-07,15:30:00,Atlético Grau,2–2,Binacional,Empate,Estadio Campeones del 36,Kevin Ortega,2,2,1
Jue,2020-10-08,10:30:00,Cienciano,0–1,Carlos Stein,Ganó Visitante,Estadio Inca Garcilaso de la Vega,Gean Pierre Barbagelatta,0,1,2
Jue,2020-10-08,13:30:00,Dep Municipal,1–1,Sporting Cristal,Empate,Estadio Municipal Segundo Aranda Torres,Luis Garay Evia,1,1,1
Vie,2020-10-09,11:00:00,Llacuabamba,0–2,Sport Huancayo,Ganó Visitante,Estadio Municipal Germán Contreras Jara,Augusto Menéndez,0,2,2
Vie,2020-10-09,13:00:00,Ayacucho,1–1,UTC,Empate,Estadio Ciudad de Cumaná,Hibert Villegas,1,1,1
Vie,2020-10-09,15:30:00,Alianza Univ,0–0,U César Vallejo,Empate,Estadio Heraclio Tapia León,Roberto Pérez,0,0,1
Vie,2020-10-09,18:00:00,Mannucci,1–1,Melgar,Empate,Estadio Mansiche,Jonathan Zamora,1,1,1
Sáb,2020-10-10,11:00:00,USMP,1–1,Sport Boys,Empate,Estadio Alberto Gallardo,Kevin Ortega,1,1,1
Sáb,2020-10-10,13:15:00,Cantolao,1–0,Alianza Lima,Ganó Local,Estadio Miguel Grau del Callao,Jesús Cartagena,1,0,0
Sáb,2020-10-10,15:00:00,Atlético Grau,1–1,Cusco,Empate,Estadio Campeones del 36,Alejandro Villanueva,1,1,1
Sáb,2020-10-10,15:30:00,Universitario,1–1,Binacional,Empate,Estadio Monumental,Edwin Ordóñez,1,1,1
Lun,2020-10-12,11:00:00,Carlos Stein,3–3,Llacuabamba,Empate,Estadio Municipal Francisco Mendoza Piza...,Roberto Pérez,3,3,1
Lun,2020-10-12,15:00:00,Cantolao,1–2,Alianza Univ,Ganó Visitante,Estadio Miguel Grau del Callao,Pablo López,1,2,2
Mar,2020-10-13,10:30:00,Cusco,1–1,Dep Municipal,Empate,Estadio Túpac Amaru,Luis Seminario,1,1,1
Mar,2020-10-13,13:15:00,Alianza Lima,0–1,USMP,Ganó Visitante,Estadio Alejandro Villanueva,Edwin Ordóñez,0,1,2
Mar,2020-10-13,15:30:00,Sport Huancayo,1–0,Binacional,Ganó Local,Estadio Huancayo,Joel Alarcón,1,0,0
Mié,2020-10-14,11:00:00,Melgar,3–0,Atlético Grau,Ganó Local,Estadio de la Universidad Nacional San A...,Luis Garay Evia,3,0,0
Mié,2020-10-14,13:15:00,Sport Boys,2–1,Cienciano,Ganó Local,Estadio Miguel Grau del Callao,Augusto Menéndez,2,1,0
Mié,2020-10-14,15:30:00,U César Vallejo,2–1,Ayacucho,Ganó Local,Estadio Mansiche,Micke Palomino,2,1,0
Jue,2020-10-15,14:00:00,Sporting Cristal,1–0,Universitario,Ganó Local,Estadio Alberto Gallardo,Kevin Ortega,1,0,0
Jue,2020-10-15,18:15:00,UTC,2–2,Mannucci,Empate,Estadio Héroes de San Ramón,José Mendoza,2,2,1
Vie,2020-10-16,15:00:00,USMP,2–1,Cantolao,Ganó Local,Estadio Alberto Gallardo,Joel Alarcón,2,1,0
Sáb,2020-10-17,13:15:00,Dep Municipal,1–2,Melgar,Ganó Visitante,Estadio Municipal Segundo Aranda Torres,Renzo Castañeda,1,2,2
Sáb,2020-10-17,15:30:00,Cienciano,2–1,Alianza Lima,Ganó Local,Estadio Inca Garcilaso de la Vega,Kevin Ortega,2,1,0
Sáb,2020-10-17,15:30:00,Alianza Univ,0–1,Sport Boys,Ganó Visitante,Estadio Heraclio Tapia León,Víctor Carrillo,0,1,2
Sáb,2020-10-17,18:00:00,Binacional,3–6,Sporting Cristal,Ganó Visitante,Estadio Guillermo Briceño Rosamedina,Diego Haro,3,6,2
Lun,2020-10-19,11:00:00,Llacuabamba,2–3,U César Vallejo,Ganó Visitante,Estadio Municipal Germán Contreras Jara,Hibert Villegas,2,3,2
Lun,2020-10-19,11:00:00,Ayacucho,3–0,Carlos Stein,Ganó Local,Estadio Ciudad de Cumaná,Luis Garay Evia,3,0,0
Lun,2020-10-19,14:00:00,Universitario,3–2,Cusco,Ganó Local,Estadio Monumental,Michael Espinoza,3,2,0
Lun,2020-10-19,15:30:00,Atlético Grau,0–0,UTC,Empate,Estadio Campeones del 36,Eduardo Chirinos,0,0,1
Lun,2020-10-19,18:15:00,Mannucci,0–1,Sport Huancayo,Ganó Visitante,Estadio Mansiche,Alejandro Villanueva,0,1,2
Vie,2020-10-23,11:00:00,Cusco,3–1,Melgar,Ganó Local,Estadio Alejandro Villanueva,Víctor Carrillo,3,1,0
Vie,2020-10-23,15:30:00,Dep Municipal,0–0,Sport Huancayo,Empate,Estadio Alejandro Villanueva,José Mendoza,0,0,1
Sáb,2020-10-24,10:30:00,Llacuabamba,3–0,Sport Boys,Ganó Local,Estadio de la Universidad Nacional Mayor...,Miguel Santiváñez,3,0,0
Sáb,2020-10-24,13:00:00,Mannucci,2–3,U César Vallejo,Ganó Visitante,Estadio de la Universidad Nacional Mayor...,Diego Haro,2,3,2
Sáb,2020-10-24,15:30:00,Universitario,2–1,Atlético Grau,Ganó Local,Estadio de la Universidad Nacional Mayor...,Edwin Ordóñez,2,1,0
Sáb,2020-10-24,18:30:00,Cienciano,2–3,Sporting Cristal,Ganó Visitante,Estadio de la Universidad Nacional Mayor...,Roberto Pérez,2,3,2
Lun,2020-10-26,10:30:00,Carlos Stein,2–1,Cantolao,Ganó Local,Estadio de la Universidad Nacional Mayor...,Micke Palomino,2,1,0
Lun,2020-10-26,13:00:00,Alianza Univ,0–1,USMP,Ganó Visitante,Estadio de la Universidad Nacional Mayor...,Renzo Castañeda,0,1,2
Lun,2020-10-26,15:30:00,Alianza Lima,1–2,Ayacucho,Ganó Visitante,Estadio de la Universidad Nacional Mayor...,Ramón Blanco,1,2,2
Lun,2020-10-26,18:00:00,UTC,3–0,Binacional,Ganó Local,Estadio de la Universidad Nacional Mayor...,Joel Alarcón,3,0,0
Jue,2020-10-29,15:30:00,Mannucci,0–2,Cusco,Ganó Visitante,Estadio Iván Elías Moreno,Ramón Blanco,0,2,2
Vie,2020-10-30,11:00:00,Sport Boys,3–2,Sport Huancayo,Ganó Local,Estadio Monumental,Roberto Pérez,3,2,0
Vie,2020-10-30,11:00:00,Cantolao,0–0,Atlético Grau,Empate,Villa Deportiva Nacional,Joel Alarcón,0,0,1
Vie,2020-10-30,13:15:00,Alianza Lima,1–2,Dep Municipal,Ganó Visitante,Estadio Alberto Gallardo,Diego Haro,1,2,2
Vie,2020-10-30,15:30:00,U César Vallejo,2–0,Llacuabamba,Ganó Local,Villa Deportiva Nacional,Luis Garay Evia,2,0,0
Vie,2020-10-30,15:30:00,Sporting Cristal,1–0,Carlos Stein,Ganó Local,Estadio Monumental,Víctor Carrillo,1,0,0
Sáb,2020-10-31,11:00:00,Cienciano,1–1,UTC,Empate,Estadio Iván Elías Moreno,Micke Palomino,1,1,1
Sáb,2020-10-31,13:15:00,USMP,0–2,Binacional,Ganó Visitante,Estadio Alejandro Villanueva,Edwin Ordóñez,0,2,2
Sáb,2020-10-31,15:30:00,Alianza Univ,0–1,Universitario,Ganó Visitante,Estadio Iván Elías Moreno,Augusto Menéndez,0,1,2
Sáb,2020-10-31,18:00:00,Ayacucho,2–0,Melgar,Ganó Local,Estadio Alejandro Villanueva,Eduardo Chirinos,2,0,0
Lun,2020-11-02,11:00:00,Cusco,1–2,Sport Boys,Ganó Visitante,Estadio Iván Elías Moreno,Edwin Ordóñez,1,2,2
Lun,2020-11-02,13:15:00,Dep Municipal,0–2,Mannucci,Ganó Visitante,Estadio Monumental,Fernando Legario,0,2,2
Lun,2020-11-02,15:30:00,Melgar,0–4,Alianza Lima,Ganó Visitante,Estadio Iván Elías Moreno,Roberto Pérez,0,4,2
Mar,2020-11-03,11:00:00,UTC,4–2,Cantolao,Ganó Local,Estadio Alberto Gallardo,Renzo Castañeda,4,2,0
Mar,2020-11-03,13:15:00,Llacuabamba,1–0,Ayacucho,Ganó Local,Estadio Alejandro Villanueva,Alejandro Villanueva,1,0,0
Mar,2020-11-03,15:30:00,Universitario,0–1,Cienciano,Ganó Visitante,Estadio Alberto Gallardo,Joel Alarcón,0,1,2
Mar,2020-11-03,18:00:00,Atlético Grau,1–4,Sporting Cristal,Ganó Visitante,Estadio Alejandro Villanueva,Augusto Menéndez,1,4,2
Mié,2020-11-04,11:00:00,Carlos Stein,0–2,USMP,Ganó Visitante,Estadio Miguel Grau del Callao,Luis Garay Evia,0,2,2
Mié,2020-11-04,15:30:00,Binacional,2–1,Alianza Univ,Ganó Local,Estadio Miguel Grau del Callao,Michael Espinoza,2,1,0
Jue,2020-11-05,15:30:00,Sport Boys,1–0,Dep Municipal,Ganó Local,Estadio Alberto Gallardo,Diego Haro,1,0,0
Vie,2020-11-06,11:00:00,Cusco,0–0,Sport Huancayo,Empate,Estadio Iván Elías Moreno,Hibert Villegas,0,0,1
Vie,2020-11-06,13:15:00,Cantolao,2–2,Universitario,Empate,Estadio Alberto Gallardo,Michael Espinoza,2,2,1
Vie,2020-11-06,15:30:00,Alianza Lima,2–2,Llacuabamba,Empate,Estadio Iván Elías Moreno,Joel Alarcón,2,2,1
Vie,2020-11-06,18:00:00,Ayacucho,1–1,U César Vallejo,Empate,Estadio Alejandro Villanueva,Víctor Carrillo,1,1,1
Sáb,2020-11-07,11:00:00,Alianza Univ,3–2,Carlos Stein,Ganó Local,Estadio Monumental,Miguel Santiváñez,3,2,0
Sáb,2020-11-07,13:15:00,Cienciano,1–1,Binacional,Empate,Estadio Miguel Grau del Callao,Kevin Ortega,1,1,1
Sáb,2020-11-07,15:30:00,UTC,0–0,Atlético Grau,Empate,Estadio Monumental,Fernando Legario,0,0,1
Sáb,2020-11-07,18:00:00,USMP,0–2,Sporting Cristal,Ganó Visitante,Estadio Alejandro Villanueva,Edwin Ordóñez,0,2,2
Lun,2020-11-09,11:00:00,Llacuabamba,0–2,Mannucci,Ganó Visitante,Estadio Iván Elías Moreno,Renzo Castañeda,0,2,2
Lun,2020-11-09,13:15:00,Sport Huancayo,0–3,Ayacucho,Ganó Visitante,Estadio Miguel Grau del Callao,Joel Alarcón,0,3,2
Lun,2020-11-09,15:30:00,U César Vallejo,4–1,Alianza Lima,Ganó Local,Estadio Iván Elías Moreno,Diego Haro,4,1,0
Lun,2020-11-09,18:00:00,Melgar,4–1,Sport Boys,Ganó Local,Estadio Alejandro Villanueva,Víctor Carrillo,4,1,0
Mar,2020-11-10,11:00:00,Binacional,1–0,Cantolao,Ganó Local,Estadio Monumental,Edwin Ordóñez,1,0,0
Mar,2020-11-10,13:15:00,Universitario,1–6,UTC,Ganó Visitante,Estadio Alberto Gallardo,Kevin Ortega,1,6,2
Mar,2020-11-10,15:30:00,Dep Municipal,1–1,Cusco,Empate,Estadio Monumental,Augusto Menéndez,1,1,1
Mar,2020-11-10,18:00:00,Sporting Cristal,2–0,Alianza Univ,Ganó Local,Estadio Alejandro Villanueva,Luis Garay Evia,2,0,0
Mié,2020-11-11,11:00:00,Atlético Grau,0–2,USMP,Ganó Visitante,Estadio Miguel Grau del Callao,Miguel Santiváñez,0,2,2
Mié,2020-11-11,15:30:00,Carlos Stein,3–2,Cienciano,Ganó Local,Estadio Miguel Grau del Callao,Michael Espinoza,3,2,0
Jue,2020-11-12,11:00:00,Mannucci,0–0,Melgar,Empate,Estadio Monumental,Micke Palomino,0,0,1
Jue,2020-11-12,15:30:00,Sport Huancayo,0–0,U César Vallejo,Empate,Estadio Monumental,Kevin Ortega,0,0,1
Vie,2020-11-13,13:15:00,UTC,1–2,Alianza Univ,Ganó Visitante,Estadio Iván Elías Moreno,Jesús Cartagena,1,2,2
Sáb,2020-11-14,11:00:00,Cantolao,2–0,Cienciano,Ganó Local,Estadio Iván Elías Moreno,Kevin Ortega,2,0,0
Sáb,2020-11-14,13:15:00,Universitario,2–3,USMP,Ganó Visitante,Estadio Alberto Gallardo,Renzo Castañeda,2,3,2
Sáb,2020-11-14,15:30:00,Dep Municipal,1–1,Ayacucho,Empate,Estadio Monumental,Luis Garay Evia,1,1,1
Sáb,2020-11-14,18:00:00,Binacional,1–2,Sporting Cristal,Ganó Visitante,Estadio Alejandro Villanueva,Michael Espinoza,1,2,2
Lun,2020-11-16,11:00:00,Atlético Grau,3–1,Carlos Stein,Ganó Local,Estadio Miguel Grau del Callao,Edwin Ordóñez,3,1,0
Lun,2020-11-16,11:00:00,Sport Boys,0–4,Mannucci,Ganó Visitante,Estadio Iván Elías Moreno,Joel Alarcón,0,4,2
Lun,2020-11-16,13:15:00,Melgar,0–2,U César Vallejo,Ganó Visitante,Estadio Monumental,Fernando Legario,0,2,2
Lun,2020-11-16,15:30:00,Cusco,1–0,Alianza Lima,Ganó Local,Estadio Iván Elías Moreno,Roberto Pérez,1,0,0
Lun,2020-11-16,15:30:00,Sport Huancayo,4–3,Llacuabamba,Ganó Local,Estadio Miguel Grau del Callao,Miguel Santiváñez,4,3,0
Mié,2020-11-18,18:00:00,Melgar,4–0,Sport Huancayo,Ganó Local,Estadio de la Universidad Nacional San A...,Micke Palomino,4,0,0
Jue,2020-11-19,15:00:00,Alianza Univ,1–1,Cantolao,Empate,Villa Deportiva Nacional,Joel Alarcón,1,1,1
Jue,2020-11-19,15:30:00,USMP,1–1,UTC,Empate,Estadio Miguel Grau del Callao,Fernando Legario,1,1,1
Vie,2020-11-20,11:00:00,Ayacucho,3–1,Cusco,Ganó Local,Estadio Nacional,Diego Haro,3,1,0
Vie,2020-11-20,13:15:00,Cienciano,1–0,Atlético Grau,Ganó Local,Estadio Iván Elías Moreno,Michael Espinoza,1,0,0
Vie,2020-11-20,17:00:00,Sporting Cristal,2–2,Universitario,Empate,Estadio Nacional,Roberto Pérez,2,2,1
Sáb,2020-11-21,11:00:00,Carlos Stein,1–3,Binacional,Ganó Visitante,Estadio Iván Elías Moreno,Miguel Santiváñez,1,3,2
Sáb,2020-11-21,13:15:00,U César Vallejo,0–1,Dep Municipal,Ganó Visitante,Estadio Alejandro Villanueva,Renzo Castañeda,0,1,2
Sáb,2020-11-21,15:00:00,Llacuabamba,0–6,Melgar,Ganó Visitante,Villa Deportiva Nacional,Jesús Cartagena,0,6,2
Sáb,2020-11-21,15:30:00,Alianza Lima,0–2,Sport Boys,Ganó Visitante,Estadio Iván Elías Moreno,Edwin Ordóñez,0,2,2
Sáb,2020-11-21,18:00:00,Mannucci,2–1,Sport Huancayo,Ganó Local,Estadio Alejandro Villanueva,Alejandro Villanueva,2,1,0
Lun,2020-11-23,11:00:00,Cantolao,1–2,USMP,Ganó Visitante,Estadio Iván Elías Moreno,Víctor Carrillo,1,2,2
Lun,2020-11-23,13:15:00,Cienciano,2–0,Alianza Univ,Ganó Local,Estadio Miguel Grau del Callao,Jonathan Zamora,2,0,0
Lun,2020-11-23,15:30:00,UTC,1–1,Sporting Cristal,Empate,Estadio Iván Elías Moreno,Augusto Menéndez,1,1,1
Mar,2020-11-24,11:00:00,Sport Boys,0–1,Ayacucho,Ganó Visitante,Estadio Monumental,Fernando Legario,0,1,2
Mar,2020-11-24,13:15:00,Universitario,0–2,Carlos Stein,Ganó Visitante,Estadio Alberto Gallardo,Jesús Cartagena,0,2,2
Mar,2020-11-24,15:00:00,Binacional,1–3,Atlético Grau,Ganó Visitante,Villa Deportiva Nacional,José Mendoza,1,3,2
Mar,2020-11-24,15:30:00,Cusco,1–1,U César Vallejo,Empate,Estadio Monumental,Roberto Pérez,1,1,1
Mié,2020-11-25,15:00:00,Dep Municipal,2–5,Llacuabamba,Ganó Visitante,Villa Deportiva Nacional,Daniel Ureta,2,5,2
Mié,2020-11-25,15:30:00,Mannucci,1–0,Alianza Lima,Ganó Local,Estadio Alberto Gallardo,Miguel Santiváñez,1,0,0
Sáb,2020-11-28,11:00:00,Llacuabamba,2–3,Cusco,Ganó Visitante,Estadio Iván Elías Moreno,Luis Ciriaco Liñan,2,3,2
Sáb,2020-11-28,15:30:00,Sport Huancayo,2–0,Alianza Lima,Ganó Local,Estadio Nacional,Kevin Ortega,2,0,0
Sáb,2020-11-28,15:30:00,Atlético Grau,1–1,Alianza Univ,Empate,Villa Deportiva Nacional,Edwin Ordóñez,1,1,1
Sáb,2020-11-28,15:30:00,Carlos Stein,1–1,UTC,Empate,Estadio Monumental,Víctor Carrillo,1,1,1
Sáb,2020-11-28,15:30:00,Sporting Cristal,3–2,Cantolao,Ganó Local,Estadio Iván Elías Moreno,Diego Haro,3,2,0
Lun,2020-11-30,11:00:00,Melgar,3–2,Dep Municipal,Ganó Local,Estadio Alejandro Villanueva,Luis Garay Evia,3,2,0
Lun,2020-11-30,11:00:00,USMP,1–2,Cienciano,Ganó Visitante,Estadio Monumental,Augusto Menéndez,1,2,2
Lun,2020-11-30,13:15:00,Binacional,0–2,Universitario,Ganó Visitante,Estadio Iván Elías Moreno,Micke Palomino,0,2,2
Lun,2020-11-30,15:30:00,U César Vallejo,3–1,Sport Boys,Ganó Local,Estadio Monumental,Miguel Santiváñez,3,1,0
Lun,2020-11-30,15:30:00,Ayacucho,1–0,Mannucci,Ganó Local,Estadio Alejandro Villanueva,Roberto Pérez,1,0,0
Sáb,2020-12-05,14:00:00,Sporting Cristal,(2) 1–1 (3),Ayacucho,Empate,Estadio Monumental,Miguel Santiváñez,1,1,1
Mié,2020-12-09,15:30:00,Sporting Cristal,2–1,Ayacucho,Ganó Local,Estadio Monumental,Kevin Ortega,2,1,0
